@relation adult

@attribute 'age' {0,1,2,3,4}
@attribute 'workclass' {Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@attribute 'fnlwgt' REAL
@attribute 'education' {Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@attribute 'education-num' REAL
@attribute 'marital-status' {Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@attribute 'occupation' {Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@attribute 'relationship' {Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@attribute 'race' {White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@attribute 'sex' {Female, Male}
@attribute 'capitalgain' {0,1,2,3,4}
@attribute 'capitalloss' {0,1,2,3,4}
@attribute 'hoursperweek' {0,1,2,3,4}
@attribute 'native-country' {United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@attribute 'class' {>50K, <=50K}

@data
0,Private,206399,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
4,Private,245062,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,197583,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,?,>50K
2,Self-emp-not-inc,234885,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
2,Private,72887,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
1,Private,180374,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,351299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,3,United-States,<=50K
0,Private,54012,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,?,115745,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,116632,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
3,Local-gov,288825,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,132601,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,193374,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,170070,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,126708,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,3,United-States,<=50K
3,Private,35598,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,33983,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,192776,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,>50K
1,Private,118551,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,United-States,>50K
4,Private,201965,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,2,United-States,>50K
0,?,139883,Some-college,10,Never-married,?,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,285020,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,303990,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,49401,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,279196,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,211870,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,281432,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,161155,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,197904,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,111746,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,<=50K
2,Self-emp-not-inc,170721,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,State-gov,70100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
2,Private,193626,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,2,United-States,<=50K
3,?,271749,12th,8,Never-married,?,Other-relative,Black,Male,1,0,2,United-States,<=50K
0,Private,189775,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,0,United-States,<=50K
4,?,401531,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K
4,Local-gov,286967,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Local-gov,164427,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,91039,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,>50K
2,Private,347934,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Federal-gov,371373,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,32220,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,187251,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,178107,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,343121,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,262749,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,403107,5th-6th,3,Never-married,Other-service,Own-child,White,Male,0,0,2,El-Salvador,<=50K
1,Private,64293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
4,?,303588,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
0,Local-gov,324960,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,Poland,<=50K
4,Local-gov,114060,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,48925,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,180980,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,2,France,<=50K
0,Private,181054,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,388093,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,249609,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,112131,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,543162,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,91996,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,141944,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,1,2,United-States,<=50K
3,?,251804,5th-6th,3,Widowed,?,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Private,37070,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,337587,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,189346,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,?,222216,Assoc-voc,11,Widowed,?,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,267044,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
0,?,214635,Some-college,10,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K
0,?,204226,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,108116,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-inc,99146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,4,United-States,>50K
3,Private,196232,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,United-States,>50K
0,Local-gov,248344,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,3,United-States,<=50K
2,Local-gov,186035,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
2,Private,177905,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,3,United-States,>50K
1,Private,85812,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,221172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Private,99183,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Self-emp-not-inc,190387,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,202692,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,109339,11th,7,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,3,Puerto-Rico,<=50K
1,Private,108658,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,197202,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,101739,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,>50K
4,Private,231559,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
2,Local-gov,207853,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,190942,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,1,United-States,<=50K
1,Private,102345,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Self-emp-inc,41493,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,?,190027,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,210525,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,133937,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,237903,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,163862,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,201872,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,84179,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,51662,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
1,Local-gov,233327,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,259510,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,184831,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,245724,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,27053,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,205343,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,229328,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,2,United-States,<=50K
1,Federal-gov,319560,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,2,United-States,>50K
4,Private,136218,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,54576,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,323069,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,0,?,<=50K
1,Private,148291,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,152453,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,114053,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Private,212960,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
3,Private,264052,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
0,Private,82804,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,334273,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
0,Private,27337,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,3,United-States,<=50K
2,Self-emp-inc,188436,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,<=50K
2,Private,433665,7th-8th,4,Separated,Other-service,Unmarried,White,Female,0,0,2,Mexico,<=50K
1,Self-emp-not-inc,110663,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Private,87490,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,354351,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,95469,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,242718,11th,7,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,22463,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,>50K
1,Private,158156,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,<=50K
1,Private,350162,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,2,United-States,>50K
0,?,165532,12th,8,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K
2,Self-emp-not-inc,28738,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Local-gov,283635,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,86646,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,?,195733,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,>50K
4,Private,69884,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
4,Private,199713,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,340939,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,197747,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,34292,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,156764,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,25826,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,3,United-States,>50K
4,Self-emp-inc,103948,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,<=50K
2,?,137390,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,<=50K
3,?,105138,HS-grad,9,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
4,Private,39352,7th-8th,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,>50K
1,Private,168387,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,Canada,>50K
0,Private,117789,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,267147,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
0,?,99399,Some-college,10,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,214242,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,3,United-States,>50K
0,Private,200408,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,1,0,2,United-States,<=50K
3,Private,136455,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,239824,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,217039,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,51290,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,175674,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,194404,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,45612,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,410114,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Private,182521,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
2,Local-gov,339772,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,169658,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
3,Private,200853,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,2,0,3,United-States,<=50K
0,Private,247564,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,249909,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
1,Local-gov,208122,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,1,0,2,United-States,<=50K
1,Private,109881,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,207824,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,3,United-States,<=50K
1,Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,114117,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
3,Self-emp-inc,51048,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,102388,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
0,Private,190483,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,462440,11th,7,Widowed,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
4,Private,109351,9th,5,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Private,34383,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,241832,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,2,El-Salvador,<=50K
1,Private,124187,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,3,United-States,<=50K
1,Private,153614,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,267556,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,205469,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,268090,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
3,Self-emp-not-inc,165039,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Local-gov,120451,10th,6,Separated,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,154374,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,3,United-States,>50K
1,Private,103649,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,>50K
4,Self-emp-not-inc,35723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,262601,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,226181,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,175697,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
3,Self-emp-inc,248145,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,Cuba,<=50K
3,Self-emp-not-inc,289436,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,75654,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,199378,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,160968,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,188563,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,>50K
1,Private,55849,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,195322,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
1,Local-gov,402089,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,78277,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
4,?,158611,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,3,United-States,<=50K
1,State-gov,169496,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
0,Private,130959,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,556660,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,2,0,3,United-States,<=50K
1,Private,292472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,Taiwan,>50K
2,State-gov,143774,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,288341,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,<=50K
1,State-gov,71592,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
4,?,167358,9th,5,Widowed,?,Unmarried,White,Female,1,0,0,United-States,<=50K
1,Private,106742,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,219288,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,174524,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,335183,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,>50K
1,Private,261293,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,111900,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Local-gov,194360,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,81145,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,341204,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,3,0,2,United-States,>50K
1,State-gov,249362,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,2,United-States,<=50K
2,Private,247019,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,>50K
0,?,114746,11th,7,Married-spouse-absent,?,Own-child,Asian-Pac-Islander,Female,0,2,2,South,<=50K
0,Private,172146,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,2,2,United-States,<=50K
3,Federal-gov,110457,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,?,80077,11th,7,Never-married,?,Own-child,White,Female,0,0,0,United-States,<=50K
0,Self-emp-not-inc,368700,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,182556,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-inc,219420,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,240817,HS-grad,9,Never-married,Sales,Own-child,White,Female,1,0,2,United-States,<=50K
0,Private,102726,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,226267,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,125457,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,204021,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Local-gov,92262,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,3,United-States,<=50K
2,Private,161141,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,>50K
1,Self-emp-not-inc,190290,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
